score,item_id,media_id,item_title,item_date,item_creator,item_url,pdf_url,local_pdf,text_path,page_index,candidate_text_from_extraction_not_final,context_before,context_after,categories,matched_terms,extraction_quality_proxy,clearance_status,verification_status,attribution_mode
108,811,8504,"January 27, 1938","January 27, 1938",primary_chekhov_transcription: by Michael Chekhov; transcribed by Deirdre Hurst du Prey,https://collections.uwindsor.ca/chekhov/item/811,https://collections.uwindsor.ca/files/original/077111dcf82faca563a3b41cf1a8182bac430d93.pdf,pdf_cache/item_811_january-27-1938.pdf,extracted_text_all/item_811_january-27-1938.txt,2,"This fills our whole body, end of course the soul, at the mo~ ment when we are making a gesture.",We open with the gesture which has the quality of caution.,The following points are important:,actor_struggle;daily_inspiration;directing_academic_footnote;method_terms,body;end;gesture;soul;whole,0.880,internal_candidate_only__not_publicly_cleared,needs_visual_verification,"lesson/transcription/UWindsor attribution approved by Dawson, exact source context still required"
108,811,8504,"January 27, 1938","January 27, 1938",primary_chekhov_transcription: by Michael Chekhov; transcribed by Deirdre Hurst du Prey,https://collections.uwindsor.ca/chekhov/item/811,https://collections.uwindsor.ca/files/original/077111dcf82faca563a3b41cf1a8182bac430d93.pdf,pdf_cache/item_811_january-27-1938.pdf,extracted_text_all/item_811_january-27-1938.txt,2,"This fills our whole body, end of course the soul, at the mo~ ment when we are making a gesture. The following points are important:",We open with the gesture which has the quality of caution.,,actor_struggle;daily_inspiration;directing_academic_footnote;method_terms,body;end;gesture;soul;whole,0.880,internal_candidate_only__not_publicly_cleared,needs_visual_verification,"lesson/transcription/UWindsor attribution approved by Dawson, exact source context still required"
108,811,8504,"January 27, 1938","January 27, 1938",primary_chekhov_transcription: by Michael Chekhov; transcribed by Deirdre Hurst du Prey,https://collections.uwindsor.ca/chekhov/item/811,https://collections.uwindsor.ca/files/original/077111dcf82faca563a3b41cf1a8182bac430d93.pdf,pdf_cache/item_811_january-27-1938.pdf,extracted_text_all/item_811_january-27-1938.txt,4,"And do you feel that this is really a trick, because we @ppeal to our body, and we get our soul in it? Will you then go through the three gesturese First, with tho quality of caution.",Do you feel or anticipate that your whole body can be filled with this quality?,Concentrate.,actor_struggle;daily_inspiration;directing_academic_footnote;method_terms,body;first;quality;soul;will,0.872,internal_candidate_only__not_publicly_cleared,needs_visual_verification,"lesson/transcription/UWindsor attribution approved by Dawson, exact source context still required"
108,1024,1656,"January 29, 1940","January 29, 1940",primary_chekhov_transcription: by Michael Chekhov; transcribed by Deirdre Hurst du Prey,https://collections.uwindsor.ca/chekhov/item/1024,https://collections.uwindsor.ca/files/original/0f3f8c3ba73e3cb7146e1bd3d461e6bb7bfc73a5.pdf,pdf_cache/item_1024_january-29-1940.pdf,extracted_text_all/item_1024_january-29-1940.txt,9,"19% touch it, and than Hamlet npohko for the first time the mm; ""ﬁpthhr."" Have thin picture no full as possible with your ohen heul‘f and soul. Nov tho objective is. {'1 want to evaluate the manly."" 11*. may not be fulfilled at the moment. hut it pan pa fulfilled gradually.",Chekhov January 29.,‘ .05? course. the actor can diminish everything to him mm hhthingnopu. but he can also try to grow up to the grant-nose of other loadoho in our profession.,actor_struggle;daily_inspiration;directing_academic_footnote;method_terms,first;moment;objective;soul,0.878,internal_candidate_only__not_publicly_cleared,needs_visual_verification,"lesson/transcription/UWindsor attribution approved by Dawson, exact source context still required"
108,1084,1713,"January 29, 1942: Open lecture to actors held at ""Actors Service,"" New York","January 29, 1942",primary_chekhov_transcription: by Michael Chekhov; transcribed by Deirdre Hurst du Prey,https://collections.uwindsor.ca/chekhov/item/1084,https://collections.uwindsor.ca/files/original/b506e5abb546f4589a4901ffce64e32926377f04.pdf,pdf_cache/item_1084_january-29-1942-open-lecture-to-actors-held-at-actors-service-new-york.pdf,extracted_text_all/item_1084_january-29-1942-open-lecture-to-actors-held-at-actors-service-new-york.txt,30,If he has mastered the technique of concentration and imagination and in confronted by a script. would you say that he would be developed in such a way that he would be able to give a perfect reading on the first day? Answer (Michael Chokhov)x The manner in which the uctoro are compelled to work now will not give us any help.,But still there is a little door through which we can enter a small tech. and having very little time but a strong will and the desire to do something which may later on grow into something which we cannot even forooco. gueotion: Regarding this future actor.,"Thoroforc, I any that we must find n small door and a small room and try",actor_struggle;daily_inspiration;directing_academic_footnote;method_terms,concentration;first;imagination;will,0.893,internal_candidate_only__not_publicly_cleared,needs_visual_verification,"lesson/transcription/UWindsor attribution approved by Dawson, exact source context still required"
108,903,1528,"July 11, 1938","July 11, 1938",primary_chekhov_transcription: by Michael Chekhov; transcribed by Deirdre Hurst du Prey,https://collections.uwindsor.ca/chekhov/item/903,https://collections.uwindsor.ca/files/original/4e64a54aa0cdb66593b07903f1c15bac7e4d51bb.pdf,pdf_cache/item_903_july-11-1938.pdf,extracted_text_all/item_903_july-11-1938.txt,8,"But here in the school. in such marveloua surroundings and conditions; shall we spend our lives to become. after a few years. amateurs? It is much more interesting to decide to put the first stone for a building which will be later on a real technique for our art, which does not exist now.",The more we go on the more clearly we will see that the theatre is dying out because there is no technique. no method underneath.,I have told you this many times. and I must opologizo for the repetition. but I muet tell you again because I soe where the mistake in.,actor_struggle;daily_inspiration;directing_academic_footnote,art;first;will,0.891,internal_candidate_only__not_publicly_cleared,needs_visual_verification,"lesson/transcription/UWindsor attribution approved by Dawson, exact source context still required"
108,975,1601,"July 11, 1939","July 11, 1939",primary_chekhov_transcription: by Michael Chekhov; transcribed by Deirdre Hurst du Prey,https://collections.uwindsor.ca/chekhov/item/975,https://collections.uwindsor.ca/files/original/3d612d94967058c628dbc95c7ec15673cd05d749.pdf,pdf_cache/item_975_july-11-1939.pdf,extracted_text_all/item_975_july-11-1939.txt,5,"Imagine your character in great agitation. The whole lsceno in in the wrong tempo for overyonor.' You will got the tempo oguﬁaf}; ,_ youvwln avoid them gaps, which 1291ch you otﬁrt from 1-3” beginning again. and again.","~YO¥S Mo Chekhov July 11, 1939 trick noﬁto be the character he is. put to bohomo full of temperament. bccnuuo to give the cues as the character you are in the beginning Would only lower the scenb.",‘,actor_struggle;daily_inspiration;directing_academic_footnote;method_terms,beginning;tempo;whole;will,0.860,internal_candidate_only__not_publicly_cleared,needs_visual_verification,"lesson/transcription/UWindsor attribution approved by Dawson, exact source context still required"
108,975,1601,"July 11, 1939","July 11, 1939",primary_chekhov_transcription: by Michael Chekhov; transcribed by Deirdre Hurst du Prey,https://collections.uwindsor.ca/chekhov/item/975,https://collections.uwindsor.ca/files/original/3d612d94967058c628dbc95c7ec15673cd05d749.pdf,pdf_cache/item_975_july-11-1939.pdf,extracted_text_all/item_975_july-11-1939.txt,5,"The whole lsceno in in the wrong tempo for overyonor.' You will got the tempo oguﬁaf}; ,_ youvwln avoid them gaps, which 1291ch you otﬁrt from 1-3” beginning again. and again.",Imagine your character in great agitation.,‘,actor_struggle;daily_inspiration;directing_academic_footnote;method_terms,beginning;tempo;whole;will,0.860,internal_candidate_only__not_publicly_cleared,needs_visual_verification,"lesson/transcription/UWindsor attribution approved by Dawson, exact source context still required"
108,904,1529,"July 14, 1938","July 14, 1938",primary_chekhov_transcription: by Michael Chekhov; transcribed by Deirdre Hurst du Prey,https://collections.uwindsor.ca/chekhov/item/904,https://collections.uwindsor.ca/files/original/e605f282f412bbb36173e91f7f134a1cf7e578aa.pdf,pdf_cache/item_904_july-14-1938.pdf,extracted_text_all/item_904_july-14-1938.txt,2,"He knew this enemy and we must elueye remember to sendhim away. When we are coucentreted on something. and we have taken eho objective. the eneuy tries to make us stiff, but we must be quite free.",There are some enemies of the actor. anu one of them is to make us stiff ﬁt the moment when we concentrate on something.,Be sure that although your whole body is lensing for the action of the objective. you are quite free. walk ahaut before you fulfil the objective. to be quite sure that you are free in your body. but keep the ob— Jective.,actor_struggle;daily_inspiration;directing_academic_footnote;method_terms,free;objective;stiff,0.888,internal_candidate_only__not_publicly_cleared,needs_visual_verification,"lesson/transcription/UWindsor attribution approved by Dawson, exact source context still required"
108,740,1319,"July 8, 1937","July 8, 1937",primary_chekhov_transcription: by Michael Chekhov; transcribed by Deirdre Hurst du Prey,https://collections.uwindsor.ca/chekhov/item/740,https://collections.uwindsor.ca/files/original/98511406491ddf3597c885aabdde8e68952afe33.pdf,pdf_cache/item_740_july-8-1937.pdf,extracted_text_all/item_740_july-8-1937.txt,3,"It is also able to awaken the foolings in you without touching the feelings directly. This is made possible by creating tho atmosphere. because you are doing something, and sending it out. and in so doing, you must awaken your feelings.",1937 you are able to do this at will.,Thin it) the ﬁlm.,actor_struggle;daily_inspiration;directing_academic_footnote;method_terms,atmosphere;feelings,0.887,internal_candidate_only__not_publicly_cleared,needs_visual_verification,"lesson/transcription/UWindsor attribution approved by Dawson, exact source context still required"
108,895,1502,"June 27, 1938","June 27, 1938",primary_chekhov_transcription: by Michael Chekhov; transcribed by Deirdre Hurst du Prey,https://collections.uwindsor.ca/chekhov/item/895,https://collections.uwindsor.ca/files/original/ace522e73ef59a7a40aa42d49260e7014e514d26.pdf,pdf_cache/item_895_june-27-1938.pdf,extracted_text_all/item_895_june-27-1938.txt,7,Please imagine the whole performance in term: of qualitleu and climaxeu - all other things we will inprovluo. “hut was good in thin exorcise nae 1:th we could understand thee all these simple things. thoee qualities must be reheat-sod. and 11; was a very good sign that we could not,First climax - before the atom Second - at the and Big pauee - the moment of turning - it in the climax.,,actor_struggle;daily_inspiration;directing_academic_footnote;method_terms,qualities;whole;will,0.869,internal_candidate_only__not_publicly_cleared,needs_visual_verification,"lesson/transcription/UWindsor attribution approved by Dawson, exact source context still required"
108,731,1310,"June 28, 1937 (afternoon)","June 28, 1937",primary_chekhov_transcription: by Michael Chekhov; transcribed by Deirdre Hurst du Prey,https://collections.uwindsor.ca/chekhov/item/731,https://collections.uwindsor.ca/files/original/ce51e55b21af7040504880f52ba9eac752693ab3.pdf,pdf_cache/item_731_june-28-1937-afternoon.pdf,extracted_text_all/item_731_june-28-1937-afternoon.txt,3,"Chekhov June 28, 1937 but it was without any atmosphere, and as a result all the voices were without feeling; 1 feeling will not come if you are not in the atmosphere around you. You must spend some rehear— sals working on the atmospheres. and not only radiating them. but speaking and moving out of atmosphere.",I.,It is worthwhile to work with the atmospheres which are so clear in this play.,actor_struggle;daily_inspiration;directing_academic_footnote;method_terms,atmosphere;feeling;will,0.893,internal_candidate_only__not_publicly_cleared,needs_visual_verification,"lesson/transcription/UWindsor attribution approved by Dawson, exact source context still required"
108,735,1314,"June 30, 1937","June 30, 1937",primary_chekhov_transcription: by Michael Chekhov; transcribed by Deirdre Hurst du Prey,https://collections.uwindsor.ca/chekhov/item/735,https://collections.uwindsor.ca/files/original/eb82f1015dc2c4332db2aed3cf857b27682087b9.pdf,pdf_cache/item_735_june-30-1937.pdf,extracted_text_all/item_735_june-30-1937.txt,2,"How we will deepen our understanding and get these things in our blood. on it were. The objective in. of course. ghgg we ore doing, and it lccdc no no actors through the whole play.",OBJECTIVES - JUSTIFICATION - FEELING 0F TRUTH: In working on thcco czerciceo In huvo found certain definitienex Juetificetion ia WEI; objective - HEAT; feeling of truth - new.,We can clao get a gliapae of what the objective dose to the audience when an actor in carrying through on objective.,actor_struggle;daily_inspiration;directing_academic_footnote;method_terms,objective;play;whole;will,0.885,internal_candidate_only__not_publicly_cleared,needs_visual_verification,"lesson/transcription/UWindsor attribution approved by Dawson, exact source context still required"
108,959,1584,"June 7, 1939","June 7, 1939",primary_chekhov_transcription: by Michael Chekhov; transcribed by Deirdre Hurst du Prey,https://collections.uwindsor.ca/chekhov/item/959,https://collections.uwindsor.ca/files/original/5b14a1fadd4ef6815a4773373c6de6c9150f61ce.pdf,pdf_cache/item_959_june-7-1939.pdf,extracted_text_all/item_959_june-7-1939.txt,2,"Realise {knee you have done in thin wane fern - htﬁre it, end keep it in the preeent ueecnt. eitheugh fez-e n .11: my'§et have to be ie‘rcetcd or it my have been created - for 4 the ertiet who has developed the ability to live rmhnieelly. the pact and the future are the cene. Try to emken in your inner life the gesture which hen been done.",In order te be ebvlete act rmmicelly; we mum: be able te anticipe‘éo end to 1691: Incl: in retreepect with the cane charity.,To be eble to drop the objective or the geeture. you euet be able to do it £51115:er - nothing of it romaine.,actor_struggle;daily_inspiration;directing_academic_footnote;method_terms,ability;end;future;gesture;life,0.866,internal_candidate_only__not_publicly_cleared,needs_visual_verification,"lesson/transcription/UWindsor attribution approved by Dawson, exact source context still required"
108,849,1456,"March 10, 1938","March 10, 1938",primary_chekhov_transcription: by Michael Chekhov; transcribed by Deirdre Hurst du Prey,https://collections.uwindsor.ca/chekhov/item/849,https://collections.uwindsor.ca/files/original/98b2cb2d05d0a8ad946766804bc27893b9ec4ca4.pdf,pdf_cache/item_849_march-10-1938.pdf,extracted_text_all/item_849_march-10-1938.txt,3,"Now, we shall go on with the same exercise but you will do it to experience as a whole, without even three divisions ~ only one part — and try to do it like a scheme first. as if it were a rhythmical gesture - compressed. The rhythmical task is to experience the unity. the oneness of the whole.",We have to interpret the chair as we want.,,actor_struggle;daily_inspiration;directing_academic_footnote;method_terms,first;gesture;whole;will,0.892,internal_candidate_only__not_publicly_cleared,needs_visual_verification,"lesson/transcription/UWindsor attribution approved by Dawson, exact source context still required"
108,850,1457,"March 11, 1938","March 11, 1938",primary_chekhov_transcription: by Michael Chekhov; transcribed by Deirdre Hurst du Prey,https://collections.uwindsor.ca/chekhov/item/850,https://collections.uwindsor.ca/files/original/04a7d0a5aa2d77995d0d3887bb96ad0c2b4ea6f4.pdf,pdf_cache/item_850_march-11-1938.pdf,extracted_text_all/item_850_march-11-1938.txt,4,"How. twice as short. The tank is now very, veny inward. in the same tempo as last time. but now we have to experience it in— wardly in three parts. by the condition that during the first part you will be living in the first part.","This will give us two things — first of all quite a new interpretation. and secondly, by making it shorter (having it as a feeling of the whole). he must be open to this new interpretation because of the change in tempo (change in tempo as a change in the means).","I want you to do the some, but paying attention to the opposition.",actor_struggle;daily_inspiration;directing_academic_footnote;method_terms,first;living;tempo;will,0.883,internal_candidate_only__not_publicly_cleared,needs_visual_verification,"lesson/transcription/UWindsor attribution approved by Dawson, exact source context still required"
108,850,1457,"March 11, 1938","March 11, 1938",primary_chekhov_transcription: by Michael Chekhov; transcribed by Deirdre Hurst du Prey,https://collections.uwindsor.ca/chekhov/item/850,https://collections.uwindsor.ca/files/original/04a7d0a5aa2d77995d0d3887bb96ad0c2b4ea6f4.pdf,pdf_cache/item_850_march-11-1938.pdf,extracted_text_all/item_850_march-11-1938.txt,4,"The tank is now very, veny inward. in the same tempo as last time. but now we have to experience it in— wardly in three parts. by the condition that during the first part you will be living in the first part.",How. twice as short.,"I want you to do the some, but paying attention to the opposition.",actor_struggle;daily_inspiration;directing_academic_footnote;method_terms,first;living;tempo;will,0.883,internal_candidate_only__not_publicly_cleared,needs_visual_verification,"lesson/transcription/UWindsor attribution approved by Dawson, exact source context still required"
108,678,1257,"March 12, 1937","March 12, 1937",primary_chekhov_transcription: by Michael Chekhov; transcribed by Deirdre Hurst du Prey,https://collections.uwindsor.ca/chekhov/item/678,https://collections.uwindsor.ca/files/original/637e2c81692e595e4a4c8b419f81591f997c4ae4.pdf,pdf_cache/item_678_march-12-1937.pdf,extracted_text_all/item_678_march-12-1937.txt,4,"Low let everyone join the group on the Stage and pass various objects frpm one to the other. increasing the tempo with a feeling of ensemble, reaching a climax and then slowing down thzough the feeling 3f ensemble.","Speak the word in the quality of the object. for instance, heavy, light, cold, *ake the quality and transform it into the movement, the word - you must do this by the feeling of the whole space, the whole group, the wholu action. when you are tired from this wogk you must make an effort and you will reach another level, and on this other level are beautiful things.","Then for one moment realize the whgln - one stage, one family. one group, one dialogue - the wholo.",actor_struggle;daily_inspiration;directing_academic_footnote;method_terms,climax;ensemble;feeling;group;tempo,0.883,internal_candidate_only__not_publicly_cleared,needs_visual_verification,"lesson/transcription/UWindsor attribution approved by Dawson, exact source context still required"
108,856,1463,"March 15, 1938 (afternoon)","March 15, 1938",primary_chekhov_transcription: by Michael Chekhov; transcribed by Deirdre Hurst du Prey,https://collections.uwindsor.ca/chekhov/item/856,https://collections.uwindsor.ca/files/original/224e85e29095d66d9af2fc664f54b8f3243cc5d1.pdf,pdf_cache/item_856_march-15-1938-afternoon.pdf,extracted_text_all/item_856_march-15-1938-afternoon.txt,4,"The whole play con— sists of storm - very sharp, expressive. clear cut forms. Keep this desire to get tho form - don't be passive.","It must be something which has a form. hicholas with one big movement - form filled with content so that each movement is very sharp, very expressive, very Strange.","Crowd scene in Train Derailmentl ""what has happened - why have we all had to get out here?"" Speak as the crowd, but each one must be sure that he gets this individually.",actor_struggle;daily_inspiration;directing_academic_footnote;method_terms,desire;form;play;whole,0.885,internal_candidate_only__not_publicly_cleared,needs_visual_verification,"lesson/transcription/UWindsor attribution approved by Dawson, exact source context still required"
108,680,1259,"March 16, 1937 (afternoon)","March 16, 1937",primary_chekhov_transcription: by Michael Chekhov; transcribed by Deirdre Hurst du Prey,https://collections.uwindsor.ca/chekhov/item/680,https://collections.uwindsor.ca/files/original/94450b2ff459e4301f61eb3f0162a520266af770.pdf,pdf_cache/item_680_march-16-1937-afternoon.pdf,extracted_text_all/item_680_march-16-1937-afternoon.txt,20,It is not enough to be contracted for the whole gerformnnce. The director must find something to ¢ive them a metamorphosis - a development for the beginning and the end.,"1he two he;gars have assumed very well the gestlme of contraction which has pre— pared their psychology. it can be seen in each movement and in their faces. it is the ground, but it must be doveloped.","The beginning and the end are. in a certain way. always opposite to each other. if you will repeat the beginning and the end. nothing will have happened. lhe audience needs to start with something and to end with something opposite, and this is what the two figures of the beggars lack, and perhaps this Imakes their being on the stage groundless.",daily_inspiration;directing_academic_footnote,beginning;director;end;whole,0.887,internal_candidate_only__not_publicly_cleared,needs_visual_verification,"lesson/transcription/UWindsor attribution approved by Dawson, exact source context still required"
108,857,1464,"March 16, 1938","March 16, 1938",primary_chekhov_transcription: by Michael Chekhov; transcribed by Deirdre Hurst du Prey,https://collections.uwindsor.ca/chekhov/item/857,https://collections.uwindsor.ca/files/original/f86af6b8855ca611ef7a1751e13b83503409b655.pdf,pdf_cache/item_857_march-16-1938.pdf,extracted_text_all/item_857_march-16-1938.txt,2,"How. we have done this technically several times and we know what we are going to do - take the first simply rhythm exercises, absolutely seriously, and they will bring us the result. The idea for the first time is to experience this process as a whole - nothing more.","On a small scale, like now, you must be able to mount the staircase softhnt you will not notice it. when you have to look at it. you are not being creative.","I mean the group as a whole. the beginning, the end. and everything as a whole.",actor_struggle;daily_inspiration;directing_academic_footnote;method_terms,first;rhythm;whole;will,0.885,internal_candidate_only__not_publicly_cleared,needs_visual_verification,"lesson/transcription/UWindsor attribution approved by Dawson, exact source context still required"
108,1086,1715,"March 26, 1942: Lecture to members of ""Actors' Cue""","March 26, 1942",primary_chekhov_transcription: by Michael Chekhov; transcribed by Deirdre Hurst du Prey,https://collections.uwindsor.ca/chekhov/item/1086,https://collections.uwindsor.ca/files/original/4fc22a8a7ba264b364801fdcd981a7fd5669995c.pdf,pdf_cache/item_1086_march-26-1942-lecture-to-members-of-actors-cue.pdf,extracted_text_all/item_1086_march-26-1942-lecture-to-members-of-actors-cue.txt,13,"Because we have forgotten this - it is the miotako of the whole of humanity at the present time - our invontivonggg and ingenuiﬁx has become weak because we cannot get the right, the rich imagination out of our physical surroundings or our physical bodies. #0 have to use something also — not the head, never the head - our imagination. He will See how we can get prapurod and rehearse our parts while wo‘nro free from our bodies and can one ourselveo objectively apoaking this or that line.","We artiste - pneple who are born to uae their imaginations, their fantasy - we hava forgotten that we arn people working in the world of invioiblc thinﬁa.","Then again our actor's nature. our cruativc nature, will respond to this invitation to become alive and sound again.",actor_struggle;daily_inspiration;directing_academic_footnote,cannot;free;imagination;rehearse;weak;whole;will,0.888,internal_candidate_only__not_publicly_cleared,needs_visual_verification,"lesson/transcription/UWindsor attribution approved by Dawson, exact source context still required"
108,866,1473,"March 28, 1938 (afternoon)","March 28, 1938",primary_chekhov_transcription: by Michael Chekhov; transcribed by Deirdre Hurst du Prey,https://collections.uwindsor.ca/chekhov/item/866,https://collections.uwindsor.ca/files/original/688e0e58b9663ec599c83866709317943c96bf6c.pdf,pdf_cache/item_866_march-28-1938-afternoon.pdf,extracted_text_all/item_866_march-28-1938-afternoon.txt,13,If the objective'is really fully taken. it is a tremendous means for expressing the archetype — atmosphere. radiation. everything can be used for this purpose.,If the means are elaborated through exercises they will adjust themselves to this archetype.,"If. for instance. you are playing Juliet, and you are lying on top of the tomb. you may be very full of some aura, and feelings and conceptionsjand yet all you can do is lie there.",actor_struggle;daily_inspiration;directing_academic_footnote;method_terms,archetype;atmosphere;objective;radiation,0.888,internal_candidate_only__not_publicly_cleared,needs_visual_verification,"lesson/transcription/UWindsor attribution approved by Dawson, exact source context still required"
108,843,1450,"March 3, 1938","March 3, 1938",primary_chekhov_transcription: by Michael Chekhov; transcribed by Deirdre Hurst du Prey,https://collections.uwindsor.ca/chekhov/item/843,https://collections.uwindsor.ca/files/original/42e649a2331bbcf6b93514a14830fb791c639736.pdf,pdf_cache/item_843_march-3-1938.pdf,extracted_text_all/item_843_march-3-1938.txt,1,"1938 FEELING OF FORM' FEELING OF FORM! \ Our Phantoms [The Possessed]: We shall start on the basis of imagination. first of all al‘small thing, then we will develop it on different bases.",Michael Chekhov Hatch 3.,"' a Scene: _ Nicholas is sitting alone thinking. feeling. suffering, seeking for some solution; it is night. immediately after the scene with his mother where she tried to comfort him and help him, he goes secretly to the house of the engineer and the idealist.",actor_struggle;daily_inspiration;directing_academic_footnote;method_terms,feeling;first;form;imagination;will,0.887,internal_candidate_only__not_publicly_cleared,needs_visual_verification,"lesson/transcription/UWindsor attribution approved by Dawson, exact source context still required"
108,843,1450,"March 3, 1938","March 3, 1938",primary_chekhov_transcription: by Michael Chekhov; transcribed by Deirdre Hurst du Prey,https://collections.uwindsor.ca/chekhov/item/843,https://collections.uwindsor.ca/files/original/42e649a2331bbcf6b93514a14830fb791c639736.pdf,pdf_cache/item_843_march-3-1938.pdf,extracted_text_all/item_843_march-3-1938.txt,1,"Michael Chekhov Hatch 3. 1938 FEELING OF FORM' FEELING OF FORM! \ Our Phantoms [The Possessed]: We shall start on the basis of imagination. first of all al‘small thing, then we will develop it on different bases.",,"' a Scene: _ Nicholas is sitting alone thinking. feeling. suffering, seeking for some solution; it is night. immediately after the scene with his mother where she tried to comfort him and help him, he goes secretly to the house of the engineer and the idealist.",actor_struggle;daily_inspiration;directing_academic_footnote;method_terms,feeling;first;form;imagination;will,0.887,internal_candidate_only__not_publicly_cleared,needs_visual_verification,"lesson/transcription/UWindsor attribution approved by Dawson, exact source context still required"
108,847,1454,"March 8, 1938","March 8, 1938",primary_chekhov_transcription: by Michael Chekhov; transcribed by Deirdre Hurst du Prey,https://collections.uwindsor.ca/chekhov/item/847,https://collections.uwindsor.ca/files/original/e7d15e203590b850ac4fd6f48e5041b534502d9e.pdf,pdf_cache/item_847_march-8-1938.pdf,extracted_text_all/item_847_march-8-1938.txt,1,"Be very conscious about this — the beginning, the middle part, and the and. Get satiafaction from it — use your whole body by moving one hand - let your whole body be hapey by moving one hand.","We will only take into consideration rhythm in general, only as a feeling of the whole, with the beginning. the middle and the end, and you will do this by moving one hand.",Now. with both hands.,actor_struggle;daily_inspiration;directing_academic_footnote,beginning;body;middle;whole,0.889,internal_candidate_only__not_publicly_cleared,needs_visual_verification,"lesson/transcription/UWindsor attribution approved by Dawson, exact source context still required"
108,868,1475,"May 2, 1938 (afternoon)","May 2, 1938",primary_chekhov_transcription: by Michael Chekhov; transcribed by Deirdre Hurst du Prey,https://collections.uwindsor.ca/chekhov/item/868,https://collections.uwindsor.ca/files/original/365dc9def42eace61ce95ddb43ad2171052d0ff3.pdf,pdf_cache/item_868_may-2-1938-afternoon.pdf,extracted_text_all/item_868_may-2-1938-afternoon.txt,4,"Ctekhov Jay 2, 1936 .1) FEEL ‘3 .F F‘LHI First of all. you‘whole being. your body. is a form, a beautiful fora. Try to realize the form which moves itself, and you will find the moueht when the form breaks.",T.,Each part of you; body is a form. a beautiful form which you can enjoy as an grtist.,actor_struggle;daily_inspiration;directing_academic_footnote;method_terms,body;first;form;whole;will,0.889,internal_candidate_only__not_publicly_cleared,needs_visual_verification,"lesson/transcription/UWindsor attribution approved by Dawson, exact source context still required"
108,954,1579,"May 2, 1939","May 2, 1939",primary_chekhov_transcription: by Michael Chekhov; transcribed by Deirdre Hurst du Prey,https://collections.uwindsor.ca/chekhov/item/954,https://collections.uwindsor.ca/files/original/7a96feab5763addc935a616638809b698fd58c65.pdf,pdf_cache/item_954_may-2-1939.pdf,extracted_text_all/item_954_may-2-1939.txt,6,FEELING — ENSEMBLEAnother quality. tho ability 'for which we are ﬂying to develop in our actorz}. which in calloo gmﬂfoolin5. . That means that not «mo of no in oven? on the stage ogotiotiwlly. \Io conoidor our art an a group art. hhcro cvorybody dependu on the friend. whether this friend in on tho utago or not.,How. will you please give the inprca’uion that you are uroutliné for life and death - panormlly. but abuolutoly from Radium. lemon?,It is humnly' inyormnt to fool outaolvou no a group.,actor_struggle;daily_inspiration;directing_academic_footnote;method_terms,ability;art;feeling;group;quality,0.871,internal_candidate_only__not_publicly_cleared,needs_visual_verification,"lesson/transcription/UWindsor attribution approved by Dawson, exact source context still required"
108,700,1279,"May 6, 1937","May 6, 1937",primary_chekhov_transcription: by Michael Chekhov; transcribed by Deirdre Hurst du Prey,https://collections.uwindsor.ca/chekhov/item/700,https://collections.uwindsor.ca/files/original/18707ab02d93edfa7c9b974c6116a45da6ff9b36.pdf,pdf_cache/item_700_may-6-1937.pdf,extracted_text_all/item_700_may-6-1937.txt,3,"The designer must draw his scene with the feeling of the future light. be must not draw pietures, but the nearest impression he can get for the audience‘s eye — not real pictures — therefore, you must get the feeling of the lighting,. Directors and designers must remember that wo will not be able to use the whole stage for each scene. we must have the possibility of making quick changes in between the scenes. jlow to use the steps over the orchestra pit presents",The setting must not be heavier than the performance.,,actor_struggle;daily_inspiration;directing_academic_footnote,audience;directors;feeling;future;scene;scenes;whole;will,0.889,internal_candidate_only__not_publicly_cleared,needs_visual_verification,"lesson/transcription/UWindsor attribution approved by Dawson, exact source context still required"
108,700,1279,"May 6, 1937","May 6, 1937",primary_chekhov_transcription: by Michael Chekhov; transcribed by Deirdre Hurst du Prey,https://collections.uwindsor.ca/chekhov/item/700,https://collections.uwindsor.ca/files/original/18707ab02d93edfa7c9b974c6116a45da6ff9b36.pdf,pdf_cache/item_700_may-6-1937.pdf,extracted_text_all/item_700_may-6-1937.txt,6,"This is an approach to the future performance through one of the doors, th&t of the technical rehearsal with mise en ae:nc. and the actors‘ responsibility must be not only to do what the director asks, but to try to Justify it, At the moment when the director asks you to climb up, you have to do this by justifying this process, and from this justification you can awaken your feelings better than if you try to concentrate on the feeling that you are sad or sorrowful.","TECHNICAL AEMEArSAL — MIS® °N so®n=: fighing Seene: A technical rehearsal with mise on scdne means that the director is trying to explore definite possibilities, for himgelf and for the actors.",You can lose hours and hours and only be ill and not sorrowful.,actor_struggle;daily_inspiration;directing_academic_footnote,concentrate;director;feeling;feelings;future;mise;moment;rehearsal,0.889,internal_candidate_only__not_publicly_cleared,needs_visual_verification,"lesson/transcription/UWindsor attribution approved by Dawson, exact source context still required"
